Goods and Services Tax  - IMS
"4A, 4B, 6B, 6C - B2B, SEZ, DE Invoices"
Recipient GSTIN,Trade/Legal Name,Invoice Number,Invoice Date,Invoice Type,Total Invoice Value (₹),Total Taxable Value (₹),Integrated Tax (₹),Central Tax (₹),State/UT Tax (₹),Cess (₹),Return Period,Reported in Form,Status,Remarks by Recipient
06AAECI9044D1ZQ,ISSGF INDIA PRIVATE LIMITED,CAL/NV/00070/26,10/04/2026,Regular,1180,1000,180,0,0,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AAACB1770H1ZT,AGARWAL INDUSTRIAL CORPORATION LIMITED,HLD/NV/00054/26,21/04/2026,Regular,7852,6654,0,598.86,598.86,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACB2902M1ZQ,BHARAT PETROLEUM CORPORATION LIMITED,HLD/NV/00003/26,07/04/2026,Regular,51153,43350,0,3901.5,3901.5,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACC0457C1Z4,GRAPHITE INDIA LTD.,CAL/NV/00116/26,16/04/2026,Regular,7080,6000,0,540,540,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACC0457C1Z4,GRAPHITE INDIA LTD.,CAL/NV/00204/26,24/04/2026,Regular,8850,7500,0,675,675,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACC0457C1Z4,GRAPHITE INDIA LTD.,CAL/NV/00241/26,28/04/2026,Regular,14160,12000,0,1080,1080,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACC0457C1Z4,GRAPHITE INDIA LTD.,CAL/NV/00205/26,24/04/2026,Regular,21240,18000,0,1620,1620,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACC0457C1Z4,GRAPHITE INDIA LTD.,CAL/NV/00239/26,28/04/2026,Regular,28320,24000,0,2160,2160,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACC0457C1Z4,GRAPHITE INDIA LTD.,CAL/NV/00240/26,28/04/2026,Regular,1475,1250,0,112.5,112.5,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACC0457C1Z4,GRAPHITE INDIA LTD.,HLD/NV/00080/26,28/04/2026,Regular,4425,3750,0,337.5,337.5,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACC0457C1Z4,GRAPHITE INDIA LTD.,CAL/NV/00115/26,16/04/2026,Regular,7080,6000,0,540,540,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACC0457C1Z4,GRAPHITE INDIA LTD.,CAL/NV/00124/26,16/04/2026,Regular,38940,33000,0,2970,2970,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACC0457C1Z4,GRAPHITE INDIA LTD.,CAL/NV/00114/26,16/04/2026,Regular,1475,1250,0,112.5,112.5,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACC0457C1Z4,GRAPHITE INDIA LTD.,CAL/NV/00237/26,28/04/2026,Regular,8850,7500,0,675,675,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACC0457C1Z4,GRAPHITE INDIA LTD.,CAL/NV/00238/26,28/04/2026,Regular,11800,10000,0,900,900,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACF0474A1Z4,FAIRMACS SHIPPING AND TRANSPORT SERVICES PRIVATE LIMITED,CAL/NV/00101/26,13/04/2026,Regular,4720,4000,0,360,360,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AAACH7475H1Z9,HIMADRI SPECIALITY CHEMICAL LTD,HLD/NV/00039/26,16/04/2026,Regular,7702,6527,0,587.43,587.43,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACH7475H1Z9,HIMADRI SPECIALITY CHEMICAL LTD,HLD/NV/00038/26,16/04/2026,Regular,7822,6629,0,596.61,596.61,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACH7475H1Z9,HIMADRI SPECIALITY CHEMICAL LTD,CAL/NV/00123/26,16/04/2026,Regular,8084,6851,0,616.59,616.59,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACH7475H1Z9,HIMADRI SPECIALITY CHEMICAL LTD,HLD/NV/00061/26,24/04/2026,Regular,4720,4000,0,360,360,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACH7475H1Z9,HIMADRI SPECIALITY CHEMICAL LTD,CAL/NV/00119/26,16/04/2026,Regular,23010,19500,0,1755,1755,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACH7475H1Z9,HIMADRI SPECIALITY CHEMICAL LTD,CAL/NV/00120/26,16/04/2026,Regular,6372,5400,0,486,486,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACH7475H1Z9,HIMADRI SPECIALITY CHEMICAL LTD,HLD/NV/00037/26,16/04/2026,Regular,169,143,0,12.87,12.87,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACH7475H1Z9,HIMADRI SPECIALITY CHEMICAL LTD,CAL/NV/00118/26,16/04/2026,Regular,58462,49544,0,4458.96,4458.96,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACH7475H1Z9,HIMADRI SPECIALITY CHEMICAL LTD,CAL/NV/00121/26,16/04/2026,Regular,2360,2000,0,180,180,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACH7475H1Z9,HIMADRI SPECIALITY CHEMICAL LTD,CAL/NV/00122/26,16/04/2026,Regular,7020,5949,0,535.41,535.41,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACH7755A1ZO,HYDRO CARBONS & CHEMICALS (INDIA) PRIVATE LIMITED,CAL/NV/00096/26,13/04/2026,Regular,14868,12600,0,1134,1134,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AAACI0155M1ZI,INTEROCEAN INSURANCE SURVEYORS AND LOSS ASSESSORS PVT. LTD,HLD/NV/00067/26,26/04/2026,Regular,7670,6500,0,585,585,0,04/2026,GSTR-1/IFF,Pending,No remarks available
19AAACI5573R1ZS,INDIAN OIL PETRONAS PRIVATE LIMITED,HLD/NV/00004/26,07/04/2026,Regular,4130,3500,0,315,315,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AAACI6884R1ZK,IMC LIMITED,HLD/NV/00040/26,16/04/2026,Regular,5310,4500,0,405,405,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACI6884R1ZK,IMC LIMITED,HLD/NV/00013/26,09/04/2026,Regular,1180,1000,0,90,90,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACI6884R1ZK,IMC LIMITED,HLD/NV/00021/26,10/04/2026,Regular,5310,4500,0,405,405,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACI6884R1ZK,IMC LIMITED,HLD/NV/00036/26,14/04/2026,Regular,1180,1000,0,90,90,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACI6884R1ZK,IMC LIMITED,HLD/NV/00074/26,26/04/2026,Regular,1180,1000,0,90,90,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACI6884R1ZK,IMC LIMITED,HLD/NV/00073/26,26/04/2026,Regular,1180,1000,0,90,90,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACI6884R1ZK,IMC LIMITED,HLD/NV/00066/26,25/04/2026,Regular,5310,4500,0,405,405,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACJ6693D1ZD,JALNIDHI BITUMEN SPECIALITIES PRIVATE LIMITED,HLD/NV/00052/26,21/04/2026,Regular,14160,12000,0,1080,1080,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACM6824H2ZC,DHL Logistics Private Limited,CAL/NV/00139/26,17/04/2026,Regular,2714,2300,0,207,207,0,04/2026,GSTR-1/IFF,Pending,No remarks available
19AAACM6824H2ZC,DHL Logistics Private Limited,CAL/NV/00138/26,17/04/2026,Regular,2714,2300,0,207,207,0,04/2026,GSTR-1/IFF,Pending,No remarks available
19AAACM6824H2ZC,DHL Logistics Private Limited,CAL/NV/00242/26,28/04/2026,Regular,2714,2300,0,207,207,0,04/2026,GSTR-1/IFF,Pending,No remarks available
19AAACM6824H2ZC,DHL Logistics Private Limited,CAL/NV/00136/26,17/04/2026,Regular,2419,2050,0,184.5,184.5,0,04/2026,GSTR-1/IFF,Pending,No remarks available
19AAACM6824H2ZC,DHL Logistics Private Limited,CAL/NV/00137/26,17/04/2026,Regular,590,500,0,45,45,0,04/2026,GSTR-1/IFF,Pending,No remarks available
19AAACM6824H2ZC,DHL Logistics Private Limited,HLD/NV/00081/26,28/04/2026,Regular,1770,1500,0,135,135,0,04/2026,GSTR-1/IFF,Pending,No remarks available
19AAACM6824H2ZC,DHL Logistics Private Limited,HLD/NV/00082/26,28/04/2026,Regular,1180,1000,0,90,90,0,04/2026,GSTR-1/IFF,Pending,No remarks available
19AAACM9169K1ZU,MCPI PRIVATE LIMITED,HLD/NV/00016/26,09/04/2026,Regular,6505,5513,0,496.17,496.17,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACM9169K1ZU,MCPI PRIVATE LIMITED,HLD/NV/00041/26,17/04/2026,Regular,4425,3750,0,337.5,337.5,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACM9169K1ZU,MCPI PRIVATE LIMITED,HLD/NV/00015/26,09/04/2026,Regular,1859,1575,0,141.75,141.75,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACM9169K1ZU,MCPI PRIVATE LIMITED,HLD/NV/00042/26,17/04/2026,Regular,7744,6563,0,590.67,590.67,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACM9169K1ZU,MCPI PRIVATE LIMITED,HLD/NV/00006/26,07/04/2026,Regular,7375,6250,0,562.5,562.5,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACM9169K1ZU,MCPI PRIVATE LIMITED,HLD/NV/00007/26,07/04/2026,Regular,1239,1050,0,94.5,94.5,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACM9169K1ZU,MCPI PRIVATE LIMITED,HLD/NV/00009/26,07/04/2026,Regular,7744,6563,0,590.67,590.67,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACM9169K1ZU,MCPI PRIVATE LIMITED,HLD/NV/00034/26,13/04/2026,Regular,7744,6563,0,590.67,590.67,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACM9169K1ZU,MCPI PRIVATE LIMITED,HLD/NV/00070/26,26/04/2026,Regular,6505,5513,0,496.17,496.17,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACM9169K1ZU,MCPI PRIVATE LIMITED,HLD/NV/00035/26,13/04/2026,Regular,8983,7613,0,685.17,685.17,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACM9169K1ZU,MCPI PRIVATE LIMITED,HLD/NV/00069/26,26/04/2026,Regular,7744,6563,0,590.67,590.67,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACM9169K1ZU,MCPI PRIVATE LIMITED,HLD/NV/00084/26,30/04/2026,Regular,6505,5513,0,496.17,496.17,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACR2892L1ZV,PATANJALI FOODS LIMITED,CAL/NV/00225/26,27/04/2026,Regular,19926,16886.72,0,1519.8,1519.8,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACR2892L1ZV,PATANJALI FOODS LIMITED,CAL/NV/00220/26,27/04/2026,Regular,32627,27650.36,0,2488.53,2488.53,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACR2892L1ZV,PATANJALI FOODS LIMITED,CAL/NV/00247/26,30/04/2026,Regular,27861,23611,0,2124.99,2124.99,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACR2892L1ZV,PATANJALI FOODS LIMITED,CAL/NV/00246/26,30/04/2026,Regular,473639,401389,0,36125.01,36125.01,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACT3276C1ZG,TOTAL TRANSPORT SYSTEMS LIMITED,CAL/NV/00222/26,27/04/2026,Regular,6844,5800,0,522,522,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACT4210G3ZM,ROHLIG INDIA PRIVATE LIMITED,CAL/NV/00189/26,23/04/2026,Regular,885,750,0,67.5,67.5,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACT4210G3ZM,ROHLIG INDIA PRIVATE LIMITED,CAL/NV/00202/26,24/04/2026,Regular,885,750,0,67.5,67.5,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACT4210G3ZM,ROHLIG INDIA PRIVATE LIMITED,CAL/NV/00160/26,21/04/2026,Regular,885,750,0,67.5,67.5,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AAACT4210G3ZM,ROHLIG INDIA PRIVATE LIMITED,CAL/NV/00143/26,17/04/2026,Regular,885,750,0,67.5,67.5,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCA8056G1ZM,AWL AGRI BUSINESS LIMITED,CAL/NV/00248/26,30/04/2026,Regular,17336,14691.42,0,1322.23,1322.23,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCA8056G1ZM,AWL AGRI BUSINESS LIMITED,CAL/NV/00249/26,30/04/2026,Regular,5797,4912.35,0,442.11,442.11,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCA8056G1ZM,AWL AGRI BUSINESS LIMITED,CAL/NV/00250/26,30/04/2026,Regular,46813,39671.9,0,3570.47,3570.47,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCB0984E1ZS,BALMER LAWRIE & CO LTD,CAL/NV/00165/26,21/04/2026,Regular,3540,3000,0,270,270,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCB0984E1ZS,BALMER LAWRIE & CO LTD,CAL/NV/00200/26,24/04/2026,Regular,885,750,0,67.5,67.5,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCB0984E1ZS,BALMER LAWRIE & CO LTD,CAL/NV/00166/26,21/04/2026,Regular,885,750,0,67.5,67.5,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCB0984E1ZS,BALMER LAWRIE & CO LTD,CAL/NV/00223/26,27/04/2026,Regular,7080,6000,0,540,540,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCB0984E1ZS,BALMER LAWRIE & CO LTD,CAL/NV/00066/26,10/04/2026,Regular,885,750,0,67.5,67.5,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCB0984E1ZS,BALMER LAWRIE & CO LTD,CAL/NV/00198/26,24/04/2026,Regular,885,750,0,67.5,67.5,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCB0984E1ZS,BALMER LAWRIE & CO LTD,CAL/NV/00199/26,24/04/2026,Regular,2655,2250,0,202.5,202.5,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCB0984E1ZS,BALMER LAWRIE & CO LTD,CAL/NV/00065/26,10/04/2026,Regular,885,750,0,67.5,67.5,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCB0984E1ZS,BALMER LAWRIE & CO LTD,CAL/NV/00197/26,24/04/2026,Regular,885,750,0,67.5,67.5,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCB0984E1ZS,BALMER LAWRIE & CO LTD,CAL/NV/00026/26,04/04/2026,Regular,885,750,0,67.5,67.5,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCB0984E1ZS,BALMER LAWRIE & CO LTD,CAL/NV/00025/26,04/04/2026,Regular,885,750,0,67.5,67.5,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCB0984E1ZS,BALMER LAWRIE & CO LTD,CAL/NV/00097/26,13/04/2026,Regular,3540,3000,0,270,270,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCC1682J3ZH,CENTURY PLYBOARDS (INDIA) LIMITED,CAL/NV/00164/26,21/04/2026,Regular,443,375,0,33.75,33.75,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCC1682J3ZH,CENTURY PLYBOARDS (INDIA) LIMITED,CAL/NV/00192/26,23/04/2026,Regular,443,375,0,33.75,33.75,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCC1682J3ZH,CENTURY PLYBOARDS (INDIA) LIMITED,CAL/NV/00147/26,17/04/2026,Regular,443,375,0,33.75,33.75,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCC1682J3ZH,CENTURY PLYBOARDS (INDIA) LIMITED,CAL/NV/00146/26,17/04/2026,Regular,443,375,0,33.75,33.75,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCC8900F1ZT,CONSOLIDATED SHIPPING LINE (INDIA)PRIVAT LIMITED,CAL/NV/00010/26,02/04/2026,Regular,3894,3300,0,297,297,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCC8900F1ZT,CONSOLIDATED SHIPPING LINE (INDIA)PRIVAT LIMITED,CAL/NV/00100/26,13/04/2026,Regular,5900,5000,0,450,450,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCD8937D1ZJ,DINMAN POLYPACK PRIVATE LIMITED,CAL/NV/00073/26,10/04/2026,Regular,885,750,0,67.5,67.5,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCG0158R1Z6,GAYSON & COMPANY PRIVATE LTD,CAL/NV/00033/26,06/04/2026,Regular,2360,2000,0,180,180,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCG0158R1Z6,GAYSON & COMPANY PRIVATE LTD,CAL/NV/00059/26,09/04/2026,Regular,2360,2000,0,180,180,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCG0158R1Z6,GAYSON & COMPANY PRIVATE LTD,CAL/NV/00039/26,07/04/2026,Regular,2360,2000,0,180,180,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCG0158R1Z6,GAYSON & COMPANY PRIVATE LTD,CAL/NV/00102/26,13/04/2026,Regular,2360,2000,0,180,180,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCG1834G1ZS,GLOBELINK WW INDIA PVT. LTD.,CAL/NV/00013/26,02/04/2026,Regular,1440,1220,0,109.8,109.8,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCN7953M1ZS,EMAMI AGROTECH LIMITED,CAL/NV/00177/26,22/04/2026,Regular,38468,32600,0,2934,2934,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCN7953M1ZS,EMAMI AGROTECH LIMITED,CAL/NV/00180/26,22/04/2026,Regular,38468,32600,0,2934,2934,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCN7953M1ZS,EMAMI AGROTECH LIMITED,CAL/NV/00181/26,22/04/2026,Regular,54044,45800,0,4122,4122,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCN7953M1ZS,EMAMI AGROTECH LIMITED,CAL/NV/00174/26,22/04/2026,Regular,20060,17000,0,1530,1530,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCN7953M1ZS,EMAMI AGROTECH LIMITED,CAL/NV/00175/26,22/04/2026,Regular,63012,53400,0,4806,4806,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCN7953M1ZS,EMAMI AGROTECH LIMITED,CAL/NV/00176/26,22/04/2026,Regular,41772,35400,0,3186,3186,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCN7953M1ZS,EMAMI AGROTECH LIMITED,CAL/NV/00178/26,22/04/2026,Regular,20060,17000,0,1530,1530,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCN7953M1ZS,EMAMI AGROTECH LIMITED,CAL/NV/00179/26,22/04/2026,Regular,20060,17000,0,1530,1530,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCN7953M1ZS,EMAMI AGROTECH LIMITED,CAL/NV/00172/26,22/04/2026,Regular,20060,17000,0,1530,1530,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCN7953M1ZS,EMAMI AGROTECH LIMITED,CAL/NV/00173/26,22/04/2026,Regular,61832,52400,0,4716,4716,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCN7953M1ZS,EMAMI AGROTECH LIMITED,CAL/NV/00208/26,25/04/2026,Regular,63012,53400,0,4806,4806,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCP5595P1ZI,PHOENIX CONVEYOR BELT INDIA (P) LIMITED,CAL/NV/00062/26,09/04/2026,Regular,6431,5450,0,490.5,490.5,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCP8055C1ZG,P. D. PRASAD & SONS PRIVATE LIMITED,CAL/NV/00141/26,17/04/2026,Regular,885,750,0,67.5,67.5,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCP8055C1ZG,P. D. PRASAD & SONS PRIVATE LIMITED,CAL/NV/00142/26,17/04/2026,Regular,885,750,0,67.5,67.5,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCP8055C1ZG,P. D. PRASAD & SONS PRIVATE LIMITED,HLD/NV/00064/26,25/04/2026,Regular,885,750,0,67.5,67.5,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCP8055C1ZG,P. D. PRASAD & SONS PRIVATE LIMITED,CAL/NV/00210/26,25/04/2026,Regular,885,750,0,67.5,67.5,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCP8055C1ZG,P. D. PRASAD & SONS PRIVATE LIMITED,CAL/NV/00161/26,21/04/2026,Regular,885,750,0,67.5,67.5,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCP8055C1ZG,P. D. PRASAD & SONS PRIVATE LIMITED,CAL/NV/00209/26,25/04/2026,Regular,885,750,0,67.5,67.5,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCP8055C1ZG,P. D. PRASAD & SONS PRIVATE LIMITED,CAL/NV/00140/26,17/04/2026,Regular,885,750,0,67.5,67.5,0,04/2026,GSTR-1/IFF,No Action,No remarks available
19AABCS2057F1ZH,SEAHORSE SHIP AGENCIES PVT. LTD./ SEASTAR EXPRESS CONTAINER LINE,CAL/NV/00128/26,17/04/2026,Regular,826,700,0,63,63,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AABCS2057F1ZH,SEAHORSE SHIP AGENCIES PVT. LTD./ SEASTAR EXPRESS CONTAINER LINE,CAL/NV/00042/26,07/04/2026,Regular,637,540,0,48.6,48.6,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AABCS2057F1ZH,SEAHORSE SHIP AGENCIES PVT. LTD./ SEASTAR EXPRESS CONTAINER LINE,CAL/NV/00044/26,07/04/2026,Regular,283,240,0,21.6,21.6,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AABCS2057F1ZH,SEAHORSE SHIP AGENCIES PVT. LTD./ SEASTAR EXPRESS CONTAINER LINE,CAL/NV/00090/26,13/04/2026,Regular,15954,13520,0,1216.8,1216.8,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AABCS2057F1ZH,SEAHORSE SHIP AGENCIES PVT. LTD./ SEASTAR EXPRESS CONTAINER LINE,CAL/NV/00231/26,28/04/2026,Regular,17700,15000,0,1350,1350,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AABCS2057F1ZH,SEAHORSE SHIP AGENCIES PVT. LTD./ SEASTAR EXPRESS CONTAINER LINE,CAL/NV/00086/26,13/04/2026,Regular,1345,1140,0,102.6,102.6,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AABCS2057F1ZH,SEAHORSE SHIP AGENCIES PVT. LTD./ SEASTAR EXPRESS CONTAINER LINE,CAL/NV/00085/26,13/04/2026,Regular,708,600,0,54,54,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AABCS2057F1ZH,SEAHORSE SHIP AGENCIES PVT. LTD./ SEASTAR EXPRESS CONTAINER LINE,CAL/NV/00194/26,24/04/2026,Regular,71,60,0,5.4,5.4,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AABCS2057F1ZH,SEAHORSE SHIP AGENCIES PVT. LTD./ SEASTAR EXPRESS CONTAINER LINE,HLD/NV/00005/26,07/04/2026,Regular,71,60,0,5.4,5.4,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AABCS2057F1ZH,SEAHORSE SHIP AGENCIES PVT. LTD./ SEASTAR EXPRESS CONTAINER LINE,CAL/NV/00038/26,07/04/2026,Regular,71,60,0,5.4,5.4,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AABCS2057F1ZH,SEAHORSE SHIP AGENCIES PVT. LTD./ SEASTAR EXPRESS CONTAINER LINE,CAL/NV/00041/26,07/04/2026,Regular,28674,24300,0,2187,2187,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AABCS2057F1ZH,SEAHORSE SHIP AGENCIES PVT. LTD./ SEASTAR EXPRESS CONTAINER LINE,CAL/NV/00133/26,17/04/2026,Regular,12508,10600,0,954,954,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AABCS2057F1ZH,SEAHORSE SHIP AGENCIES PVT. LTD./ SEASTAR EXPRESS CONTAINER LINE,CAL/NV/00129/26,17/04/2026,Regular,71,60,0,5.4,5.4,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AABCS2057F1ZH,SEAHORSE SHIP AGENCIES PVT. LTD./ SEASTAR EXPRESS CONTAINER LINE,CAL/NV/00043/26,07/04/2026,Regular,2502,2120,0,190.8,190.8,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AABCS2057F1ZH,SEAHORSE SHIP AGENCIES PVT. LTD./ SEASTAR EXPRESS CONTAINER LINE,CAL/NV/00089/26,13/04/2026,Regular,18078,15320,0,1378.8,1378.8,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AABCS2057F1ZH,SEAHORSE SHIP AGENCIES PVT. LTD./ SEASTAR EXPRESS CONTAINER LINE,CAL/NV/00106/26,13/04/2026,Regular,17700,15000,0,1350,1350,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AABCS2057F1ZH,SEAHORSE SHIP AGENCIES PVT. LTD./ SEASTAR EXPRESS CONTAINER LINE,CAL/NV/00008/26,02/04/2026,Regular,5900,5000,0,450,450,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AABCS2057F1ZH,SEAHORSE SHIP AGENCIES PVT. LTD./ SEASTAR EXPRESS CONTAINER LINE,CAL/NV/00082/26,11/04/2026,Regular,283,240,0,21.6,21.6,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AABCS2057F1ZH,SEAHORSE SHIP AGENCIES PVT. LTD./ SEASTAR EXPRESS CONTAINER LINE,CAL/NV/00058/26,09/04/2026,Regular,17700,15000,0,1350,1350,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AABCS2057F1ZH,SEAHORSE SHIP AGENCIES PVT. LTD./ SEASTAR EXPRESS CONTAINER LINE,CAL/NV/00084/26,13/04/2026,Regular,212,180,0,16.2,16.2,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AABCS2057F1ZH,SEAHORSE SHIP AGENCIES PVT. LTD./ SEASTAR EXPRESS CONTAINER LINE,CAL/NV/00080/26,11/04/2026,Regular,142,120,0,10.8,10.8,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
19AABCS2057F1ZH,SEAHORSE SHIP AGENCIES PVT. LTD./ SEASTAR EXPRESS CONTAINER LINE,CAL/NV/00195/26,24/04/2026,Regular,142,120,0,10.8,10.8,0,04/2026,GSTR-1/IFF,Accepted,No remarks available
